Chrom,Start,Stop,Gene
Chr07,623,3787,ID=Glyma.07G000100.Wm82.a2.v1;Name=Glyma.07G000100;ancestorIdentifier=Glyma0007s50.v1.1
Chr07,29668,30466,ID=Glyma.07G000200.Wm82.a2.v1;Name=Glyma.07G000200;ancestorIdentifier=Glyma07g00210.v1.1
Chr07,30555,35198,ID=Glyma.07G000300.Wm82.a2.v1;Name=Glyma.07G000300;ancestorIdentifier=Glyma07g00220.v1.1
Chr07,39929,56334,ID=Glyma.07G000400.Wm82.a2.v1;Name=Glyma.07G000400;ancestorIdentifier=Glyma07g00230.v1.1
Chr07,62458,75399,ID=Glyma.07G000500.Wm82.a2.v1;Name=Glyma.07G000500;ancestorIdentifier=Glyma07g00240.v1.1
Chr07,80494,86999,ID=Glyma.07G000600.Wm82.a2.v1;Name=Glyma.07G000600;ancestorIdentifier=Glyma07g00251.v1.1
Chr07,88031,90071,ID=Glyma.07G000700.Wm82.a2.v1;Name=Glyma.07G000700;ancestorIdentifier=Glyma07g00260.v1.1
Chr07,92762,97387,ID=Glyma.07G000800.Wm82.a2.v1;Name=Glyma.07G000800;ancestorIdentifier=Glyma07g00270.v1.1
Chr07,99315,107313,ID=Glyma.07G000900.Wm82.a2.v1;Name=Glyma.07G000900;ancestorIdentifier=Glyma07g00280.v1.1
Chr07,108253,115297,ID=Glyma.07G001000.Wm82.a2.v1;Name=Glyma.07G001000;ancestorIdentifier=Glyma07g00290.v1.1
Chr07,117084,123455,ID=Glyma.07G001100.Wm82.a2.v1;Name=Glyma.07G001100;ancestorIdentifier=Glyma07g00300.v1.1
Chr07,126096,128914,ID=Glyma.07G001200.Wm82.a2.v1;Name=Glyma.07G001200;ancestorIdentifier=Glyma07g00315.v1.1
Chr07,132866,141435,ID=Glyma.07G001300.Wm82.a2.v1;Name=Glyma.07G001300;ancestorIdentifier=Glyma07g00330.v1.1
Chr07,142238,145969,ID=Glyma.07G001400.Wm82.a2.v1;Name=Glyma.07G001400;ancestorIdentifier=Glyma07g00340.v1.1
Chr07,148721,156670,ID=Glyma.07G001500.Wm82.a2.v1;Name=Glyma.07G001500;ancestorIdentifier=Glyma07g00350.v1.1
Chr07,157628,163428,ID=Glyma.07G001600.Wm82.a2.v1;Name=Glyma.07G001600;ancestorIdentifier=Glyma07g00360.v1.1
Chr07,168381,168809,ID=Glyma.07G001700.Wm82.a2.v1;Name=Glyma.07G001700;ancestorIdentifier=Glyma07g00370.v1.1
Chr07,176021,178536,ID=Glyma.07G001800.Wm82.a2.v1;Name=Glyma.07G001800;ancestorIdentifier=Glyma07g00380.v1.1
Chr07,179148,180352,ID=Glyma.07G001900.Wm82.a2.v1;Name=Glyma.07G001900;ancestorIdentifier=Glyma07g00391.v1.1
Chr07,180914,185137,ID=Glyma.07G002000.Wm82.a2.v1;Name=Glyma.07G002000;ancestorIdentifier=Glyma07g00400.v1.1
Chr07,186943,189745,ID=Glyma.07G002100.Wm82.a2.v1;Name=Glyma.07G002100;ancestorIdentifier=Glyma07g00410.v1.1
Chr07,190617,194706,ID=Glyma.07G002200.Wm82.a2.v1;Name=Glyma.07G002200;ancestorIdentifier=Glyma07g00420.v1.1
Chr07,195908,201233,ID=Glyma.07G002300.Wm82.a2.v1;Name=Glyma.07G002300;ancestorIdentifier=Glyma07g00430.v1.1
Chr07,201362,202709,ID=Glyma.07G002400.Wm82.a2.v1;Name=Glyma.07G002400;ancestorIdentifier=Glyma07g00440.v1.1
Chr07,202649,204555,ID=Glyma.07G002500.Wm82.a2.v1;Name=Glyma.07G002500;ancestorIdentifier=Glyma07g00450.v1.1
Chr07,209389,214368,ID=Glyma.07G002600.Wm82.a2.v1;Name=Glyma.07G002600;ancestorIdentifier=Glyma07g00470.v1.1
Chr07,217268,218660,ID=Glyma.07G002700.Wm82.a2.v1;Name=Glyma.07G002700;ancestorIdentifier=Glyma07g00480.v1.1
Chr07,219546,226008,ID=Glyma.07G002800.Wm82.a2.v1;Name=Glyma.07G002800;ancestorIdentifier=Glyma07g00490.v1.1
