Chrom,Start,Stop,Gene
Chr09,1720,17561,ID=Glyma.09G000100.Wm82.a2.v1;Name=Glyma.09G000100
Chr09,10917,14171,ID=Glyma.09G000200.Wm82.a2.v1;Name=Glyma.09G000200;ancestorIdentifier=Glyma09g00215.v1.1
Chr09,20735,21881,ID=Glyma.09G000300.Wm82.a2.v1;Name=Glyma.09G000300;ancestorIdentifier=Glyma09g00236.v1.1
Chr09,22909,25628,ID=Glyma.09G000400.Wm82.a2.v1;Name=Glyma.09G000400;ancestorIdentifier=Glyma09g00243.v1.1
Chr09,27216,34121,ID=Glyma.09G000500.Wm82.a2.v1;Name=Glyma.09G000500;ancestorIdentifier=Glyma09g00250.v1.1
Chr09,42878,51835,ID=Glyma.09G000600.Wm82.a2.v1;Name=Glyma.09G000600;ancestorIdentifier=Glyma09g00260.v1.1
Chr09,57906,61439,ID=Glyma.09G000700.Wm82.a2.v1;Name=Glyma.09G000700;ancestorIdentifier=Glyma09g00280.v1.1
Chr09,63635,69647,ID=Glyma.09G000800.Wm82.a2.v1;Name=Glyma.09G000800;ancestorIdentifier=Glyma09g00291.v1.1
Chr09,72961,76827,ID=Glyma.09G000900.Wm82.a2.v1;Name=Glyma.09G000900;ancestorIdentifier=Glyma09g00300.v1.1
Chr09,80761,84789,ID=Glyma.09G001000.Wm82.a2.v1;Name=Glyma.09G001000;ancestorIdentifier=Glyma09g00310.v1.1
Chr09,87107,89637,ID=Glyma.09G001100.Wm82.a2.v1;Name=Glyma.09G001100;ancestorIdentifier=Glyma09g00320.v1.1
Chr09,90789,91685,ID=Glyma.09G001200.Wm82.a2.v1;Name=Glyma.09G001200;ancestorIdentifier=Glyma09g00333.v1.1
Chr09,92354,98399,ID=Glyma.09G001300.Wm82.a2.v1;Name=Glyma.09G001300;ancestorIdentifier=Glyma09g00346.v1.1
Chr09,110601,116639,ID=Glyma.09G001400.Wm82.a2.v1;Name=Glyma.09G001400;ancestorIdentifier=Glyma09g00360.v1.1
Chr09,118035,120189,ID=Glyma.09G001500.Wm82.a2.v1;Name=Glyma.09G001500;ancestorIdentifier=Glyma09g00371.v1.1
Chr09,124768,128704,ID=Glyma.09G001600.Wm82.a2.v1;Name=Glyma.09G001600;ancestorIdentifier=Glyma09g00380.v1.1
Chr09,130957,140142,ID=Glyma.09G001700.Wm82.a2.v1;Name=Glyma.09G001700;ancestorIdentifier=Glyma09g00400.v1.1
Chr09,139902,142976,ID=Glyma.09G001800.Wm82.a2.v1;Name=Glyma.09G001800;ancestorIdentifier=Glyma09g00406.v1.1
Chr09,144451,150836,ID=Glyma.09G001900.Wm82.a2.v1;Name=Glyma.09G001900;ancestorIdentifier=Glyma09g00413.v1.1
Chr09,147426,147995,ID=Glyma.09G002000.Wm82.a2.v1;Name=Glyma.09G002000
Chr09,152632,171502,ID=Glyma.09G002100.Wm82.a2.v1;Name=Glyma.09G002100;ancestorIdentifier=Glyma09g00430.v1.1
Chr09,172521,175679,ID=Glyma.09G002200.Wm82.a2.v1;Name=Glyma.09G002200;ancestorIdentifier=Glyma09g00440.v1.1
Chr09,179531,199334,ID=Glyma.09G002300.Wm82.a2.v1;Name=Glyma.09G002300;ancestorIdentifier=Glyma09g00460.v1.1
Chr09,201913,212323,ID=Glyma.09G002400.Wm82.a2.v1;Name=Glyma.09G002400;ancestorIdentifier=Glyma09g00470.v1.1
Chr09,212324,215669,ID=Glyma.09G002500.Wm82.a2.v1;Name=Glyma.09G002500;ancestorIdentifier=Glyma09g00480.v1.1
Chr09,217752,224886,ID=Glyma.09G002600.Wm82.a2.v1;Name=Glyma.09G002600;ancestorIdentifier=Glyma09g00490.v1.1
Chr09,227790,235089,ID=Glyma.09G002700.Wm82.a2.v1;Name=Glyma.09G002700;ancestorIdentifier=Glyma09g00500.v1.1
Chr09,236768,242131,ID=Glyma.09G002800.Wm82.a2.v1;Name=Glyma.09G002800;ancestorIdentifier=Glyma09g00505.v1.1
Chr09,242231,248591,ID=Glyma.09G002900.Wm82.a2.v1;Name=Glyma.09G002900;ancestorIdentifier=Glyma09g00510.v1.1
Chr09,253767,255207,ID=Glyma.09G003000.Wm82.a2.v1;Name=Glyma.09G003000;ancestorIdentifier=Glyma09g00525.v1.1
Chr09,263802,266967,ID=Glyma.09G003100.Wm82.a2.v1;Name=Glyma.09G003100;ancestorIdentifier=Glyma09g00540.v1.1
Chr09,268190,272535,ID=Glyma.09G003200.Wm82.a2.v1;Name=Glyma.09G003200;ancestorIdentifier=Glyma09g00550.v1.1
Chr09,281222,284399,ID=Glyma.09G003300.Wm82.a2.v1;Name=Glyma.09G003300;ancestorIdentifier=Glyma09g00560.v1.1
Chr09,287585,291127,ID=Glyma.09G003400.Wm82.a2.v1;Name=Glyma.09G003400;ancestorIdentifier=Glyma09g00571.v1.1
Chr09,293205,300873,ID=Glyma.09G003500.Wm82.a2.v1;Name=Glyma.09G003500;ancestorIdentifier=Glyma09g00580.v1.1
Chr09,303078,304226,ID=Glyma.09G003600.Wm82.a2.v1;Name=Glyma.09G003600;ancestorIdentifier=Glyma09g00595.v1.1
Chr09,304638,306836,ID=Glyma.09G003700.Wm82.a2.v1;Name=Glyma.09G003700;ancestorIdentifier=Glyma09g00610.v1.1
Chr09,312735,314744,ID=Glyma.09G003800.Wm82.a2.v1;Name=Glyma.09G003800;ancestorIdentifier=Glyma09g00620.v1.1
Chr09,316898,319310,ID=Glyma.09G003900.Wm82.a2.v1;Name=Glyma.09G003900;ancestorIdentifier=Glyma09g00630.v1.1
Chr09,320402,320602,ID=Glyma.09G004000.Wm82.a2.v1;Name=Glyma.09G004000
Chr09,323478,325986,ID=Glyma.09G004100.Wm82.a2.v1;Name=Glyma.09G004100;ancestorIdentifier=Glyma09g00640.v1.1
Chr09,331820,337460,ID=Glyma.09G004200.Wm82.a2.v1;Name=Glyma.09G004200;ancestorIdentifier=Glyma09g00651.v1.1
Chr09,340275,344376,ID=Glyma.09G004300.Wm82.a2.v1;Name=Glyma.09G004300;ancestorIdentifier=Glyma09g00660.v1.1
Chr09,351120,354290,ID=Glyma.09G004400.Wm82.a2.v1;Name=Glyma.09G004400;ancestorIdentifier=Glyma09g00670.v1.1
Chr09,364833,368899,ID=Glyma.09G004500.Wm82.a2.v1;Name=Glyma.09G004500;ancestorIdentifier=Glyma09g00685.v1.1
Chr09,377568,378272,ID=Glyma.09G004600.Wm82.a2.v1;Name=Glyma.09G004600;ancestorIdentifier=Glyma09g00700.v1.1
Chr09,384995,387142,ID=Glyma.09G004700.Wm82.a2.v1;Name=Glyma.09G004700;ancestorIdentifier=Glyma09g00711.v1.1
Chr09,391433,393329,ID=Glyma.09G004800.Wm82.a2.v1;Name=Glyma.09G004800;ancestorIdentifier=Glyma09g00720.v1.1
Chr09,397361,398713,ID=Glyma.09G004900.Wm82.a2.v1;Name=Glyma.09G004900;ancestorIdentifier=Glyma09g00740.v1.1
Chr09,403445,404743,ID=Glyma.09G005000.Wm82.a2.v1;Name=Glyma.09G005000;ancestorIdentifier=Glyma09g00750.v1.1
Chr09,409419,412382,ID=Glyma.09G005100.Wm82.a2.v1;Name=Glyma.09G005100;ancestorIdentifier=Glyma09g00761.v1.1
