Chrom,Start,Stop,Gene
Chr14,100,11873,ID=Glyma.14G000100.Wm82.a2.v1;Name=Glyma.14G000100
Chr14,1130,4023,ID=Glyma.14G000200.Wm82.a2.v1;Name=Glyma.14G000200
Chr14,18693,38882,ID=Glyma.14G000300.Wm82.a2.v1;Name=Glyma.14G000300;ancestorIdentifier=Glyma14g00230.v1.1
Chr14,45043,61669,ID=Glyma.14G000400.Wm82.a2.v1;Name=Glyma.14G000400;ancestorIdentifier=Glyma14g00240.v1.1
Chr14,62222,69734,ID=Glyma.14G000500.Wm82.a2.v1;Name=Glyma.14G000500;ancestorIdentifier=Glyma14g00270.v1.1
Chr14,76489,84535,ID=Glyma.14G000600.Wm82.a2.v1;Name=Glyma.14G000600;ancestorIdentifier=Glyma14g00290.v1.1
Chr14,102540,103424,ID=Glyma.14G000700.Wm82.a2.v1;Name=Glyma.14G000700;ancestorIdentifier=Glyma14g00310.v1.1
Chr14,105716,111813,ID=Glyma.14G000800.Wm82.a2.v1;Name=Glyma.14G000800;ancestorIdentifier=Glyma14g00320.v1.1
Chr14,113827,117244,ID=Glyma.14G000900.Wm82.a2.v1;Name=Glyma.14G000900;ancestorIdentifier=Glyma14g00330.v1.1
Chr14,119800,122134,ID=Glyma.14G001000.Wm82.a2.v1;Name=Glyma.14G001000;ancestorIdentifier=Glyma14g00340.v1.1
Chr14,123129,126637,ID=Glyma.14G001100.Wm82.a2.v1;Name=Glyma.14G001100;ancestorIdentifier=Glyma14g00350.v1.1
Chr14,128478,141428,ID=Glyma.14G001200.Wm82.a2.v1;Name=Glyma.14G001200;ancestorIdentifier=Glyma14g00360.v1.1
Chr14,145834,157977,ID=Glyma.14G001300.Wm82.a2.v1;Name=Glyma.14G001300;ancestorIdentifier=Glyma14g00380.v1.1
Chr14,153337,159391,ID=Glyma.14G001400.Wm82.a2.v1;Name=Glyma.14G001400;ancestorIdentifier=Glyma14g00390.v1.1
Chr14,160587,200482,ID=Glyma.14G001500.Wm82.a2.v1;Name=Glyma.14G001500;ancestorIdentifier=Glyma14g00431.v1.1
Chr14,202374,204618,ID=Glyma.14G001600.Wm82.a2.v1;Name=Glyma.14G001600;ancestorIdentifier=Glyma14g00470.v1.1
