Chrom,Start,Stop,Gene
Chr11,914,4181,ID=Glyma.11G000100.Wm82.a2.v1;Name=Glyma.11G000100;ancestorIdentifier=Glyma0011s50.v1.1
Chr11,7666,11455,ID=Glyma.11G000200.Wm82.a2.v1;Name=Glyma.11G000200;ancestorIdentifier=Glyma11g00210.v1.1
Chr11,14155,24130,ID=Glyma.11G000300.Wm82.a2.v1;Name=Glyma.11G000300;ancestorIdentifier=Glyma11g00220.v1.1
Chr11,21633,22140,ID=Glyma.11G000400.Wm82.a2.v1;Name=Glyma.11G000400
Chr11,28413,30256,ID=Glyma.11G000500.Wm82.a2.v1;Name=Glyma.11G000500;ancestorIdentifier=Glyma11g00230.v1.1
Chr11,30942,32709,ID=Glyma.11G000600.Wm82.a2.v1;Name=Glyma.11G000600;ancestorIdentifier=Glyma11g00240.v1.1
Chr11,33497,35198,ID=Glyma.11G000700.Wm82.a2.v1;Name=Glyma.11G000700;ancestorIdentifier=Glyma11g00250.v1.1
Chr11,38358,41066,ID=Glyma.11G000800.Wm82.a2.v1;Name=Glyma.11G000800;ancestorIdentifier=Glyma11g00260.v1.1
Chr11,46219,48169,ID=Glyma.11G000900.Wm82.a2.v1;Name=Glyma.11G000900;ancestorIdentifier=Glyma11g00280.v1.1
Chr11,52626,57505,ID=Glyma.11G001000.Wm82.a2.v1;Name=Glyma.11G001000;ancestorIdentifier=Glyma11g00300.v1.1
Chr11,58825,61239,ID=Glyma.11G001100.Wm82.a2.v1;Name=Glyma.11G001100;ancestorIdentifier=Glyma11g00310.v1.1
Chr11,63329,65825,ID=Glyma.11G001200.Wm82.a2.v1;Name=Glyma.11G001200;ancestorIdentifier=Glyma11g00320.v1.1
Chr11,67141,68260,ID=Glyma.11G001300.Wm82.a2.v1;Name=Glyma.11G001300;ancestorIdentifier=Glyma11g00330.v1.1
Chr11,71463,74281,ID=Glyma.11G001400.Wm82.a2.v1;Name=Glyma.11G001400;ancestorIdentifier=Glyma11g00360.v1.1
Chr11,76020,79936,ID=Glyma.11G001500.Wm82.a2.v1;Name=Glyma.11G001500;ancestorIdentifier=Glyma11g00370.v1.1
Chr11,83749,84402,ID=Glyma.11G001600.Wm82.a2.v1;Name=Glyma.11G001600
Chr11,90098,92055,ID=Glyma.11G001700.Wm82.a2.v1;Name=Glyma.11G001700;ancestorIdentifier=Glyma11g00390.v1.1
Chr11,92390,94394,ID=Glyma.11G001800.Wm82.a2.v1;Name=Glyma.11G001800;ancestorIdentifier=Glyma11g00400.v1.1
Chr11,96310,100651,ID=Glyma.11G001900.Wm82.a2.v1;Name=Glyma.11G001900;ancestorIdentifier=Glyma11g00410.v1.1
Chr11,103538,104764,ID=Glyma.11G002000.Wm82.a2.v1;Name=Glyma.11G002000;ancestorIdentifier=Glyma11g00420.v1.1
Chr11,108646,110328,ID=Glyma.11G002100.Wm82.a2.v1;Name=Glyma.11G002100;ancestorIdentifier=Glyma11g00430.v1.1
Chr11,115811,118160,ID=Glyma.11G002200.Wm82.a2.v1;Name=Glyma.11G002200;ancestorIdentifier=Glyma11g00440.v1.1
Chr11,118580,119476,ID=Glyma.11G002300.Wm82.a2.v1;Name=Glyma.11G002300
Chr11,119696,120894,ID=Glyma.11G002400.Wm82.a2.v1;Name=Glyma.11G002400;ancestorIdentifier=Glyma11g00450.v1.1
Chr11,129157,131215,ID=Glyma.11G002500.Wm82.a2.v1;Name=Glyma.11G002500;ancestorIdentifier=Glyma11g00460.v1.1
Chr11,135007,170100,ID=Glyma.11G002600.Wm82.a2.v1;Name=Glyma.11G002600;ancestorIdentifier=Glyma11g00480.v1.1
Chr11,174019,176738,ID=Glyma.11G002700.Wm82.a2.v1;Name=Glyma.11G002700;ancestorIdentifier=Glyma11g00500.v1.1
Chr11,181252,184062,ID=Glyma.11G002800.Wm82.a2.v1;Name=Glyma.11G002800;ancestorIdentifier=Glyma11g00510.v1.1
Chr11,186318,188854,ID=Glyma.11G002900.Wm82.a2.v1;Name=Glyma.11G002900;ancestorIdentifier=Glyma11g00520.v1.1
Chr11,188906,189478,ID=Glyma.11G003000.Wm82.a2.v1;Name=Glyma.11G003000;ancestorIdentifier=Glyma11g00530.v1.1
Chr11,191868,194957,ID=Glyma.11G003100.Wm82.a2.v1;Name=Glyma.11G003100
Chr11,197383,205041,ID=Glyma.11G003200.Wm82.a2.v1;Name=Glyma.11G003200;ancestorIdentifier=Glyma11g00550.v1.1
Chr11,219372,222023,ID=Glyma.11G003300.Wm82.a2.v1;Name=Glyma.11G003300;ancestorIdentifier=Glyma11g00560.v1.1
Chr11,226274,233670,ID=Glyma.11G003400.Wm82.a2.v1;Name=Glyma.11G003400;ancestorIdentifier=Glyma11g00570.v1.1
Chr11,260784,263805,ID=Glyma.11G003500.Wm82.a2.v1;Name=Glyma.11G003500;ancestorIdentifier=Glyma11g00580.v1.1
Chr11,268784,270800,ID=Glyma.11G003600.Wm82.a2.v1;Name=Glyma.11G003600;ancestorIdentifier=Glyma11g00590.v1.1
Chr11,274132,276266,ID=Glyma.11G003700.Wm82.a2.v1;Name=Glyma.11G003700;ancestorIdentifier=Glyma11g00600.v1.1
Chr11,277130,279156,ID=Glyma.11G003800.Wm82.a2.v1;Name=Glyma.11G003800;ancestorIdentifier=Glyma11g00610.v1.1
Chr11,291070,292131,ID=Glyma.11G003900.Wm82.a2.v1;Name=Glyma.11G003900;ancestorIdentifier=Glyma11g00620.v1.1
Chr11,299685,304643,ID=Glyma.11G004000.Wm82.a2.v1;Name=Glyma.11G004000;ancestorIdentifier=Glyma11g00631.v1.1
Chr11,306355,313623,ID=Glyma.11G004100.Wm82.a2.v1;Name=Glyma.11G004100;ancestorIdentifier=Glyma11g00640.v1.1
Chr11,313902,315386,ID=Glyma.11G004200.Wm82.a2.v1;Name=Glyma.11G004200;ancestorIdentifier=Glyma11g00650.v1.1
Chr11,315555,324198,ID=Glyma.11G004300.Wm82.a2.v1;Name=Glyma.11G004300;ancestorIdentifier=Glyma11g00660.v1.1
Chr11,329586,331273,ID=Glyma.11G004400.Wm82.a2.v1;Name=Glyma.11G004400;ancestorIdentifier=Glyma11g00670.v1.1
Chr11,331736,339290,ID=Glyma.11G004500.Wm82.a2.v1;Name=Glyma.11G004500;ancestorIdentifier=Glyma11g00680.v1.1
Chr11,340368,349130,ID=Glyma.11G004600.Wm82.a2.v1;Name=Glyma.11G004600;ancestorIdentifier=Glyma11g00690.v1.1
Chr11,350302,352333,ID=Glyma.11G004700.Wm82.a2.v1;Name=Glyma.11G004700;ancestorIdentifier=Glyma11g00700.v1.1
Chr11,353749,358223,ID=Glyma.11G004800.Wm82.a2.v1;Name=Glyma.11G004800;ancestorIdentifier=Glyma11g00710.v1.1
Chr11,368505,377487,ID=Glyma.11G004900.Wm82.a2.v1;Name=Glyma.11G004900;ancestorIdentifier=Glyma11g00720.v1.1
Chr11,390360,392402,ID=Glyma.11G005000.Wm82.a2.v1;Name=Glyma.11G005000;ancestorIdentifier=Glyma11g00731.v1.1
Chr11,393295,397851,ID=Glyma.11G005100.Wm82.a2.v1;Name=Glyma.11G005100;ancestorIdentifier=Glyma11g00740.v1.1
Chr11,398627,399296,ID=Glyma.11G005200.Wm82.a2.v1;Name=Glyma.11G005200
Chr11,400321,407882,ID=Glyma.11G005300.Wm82.a2.v1;Name=Glyma.11G005300;ancestorIdentifier=Glyma11g00755.v1.1
Chr11,408222,408446,ID=Glyma.11G005400.Wm82.a2.v1;Name=Glyma.11G005400;ancestorIdentifier=Glyma11g00770.v1.1
Chr11,409322,417262,ID=Glyma.11G005500.Wm82.a2.v1;Name=Glyma.11G005500;ancestorIdentifier=Glyma11g00780.v1.1
Chr11,418207,419695,ID=Glyma.11G005600.Wm82.a2.v1;Name=Glyma.11G005600;ancestorIdentifier=Glyma11g00790.v1.1
Chr11,419943,420386,ID=Glyma.11G005700.Wm82.a2.v1;Name=Glyma.11G005700;ancestorIdentifier=Glyma11g00800.v1.1
Chr11,421078,427797,ID=Glyma.11G005800.Wm82.a2.v1;Name=Glyma.11G005800;ancestorIdentifier=Glyma11g00810.v1.1
Chr11,429493,430281,ID=Glyma.11G005900.Wm82.a2.v1;Name=Glyma.11G005900;ancestorIdentifier=Glyma11g00821.v1.1
Chr11,430759,434878,ID=Glyma.11G006000.Wm82.a2.v1;Name=Glyma.11G006000;ancestorIdentifier=Glyma11g00830.v1.1
Chr11,435840,438969,ID=Glyma.11G006100.Wm82.a2.v1;Name=Glyma.11G006100;ancestorIdentifier=Glyma11g00840.v1.1
Chr11,439236,441685,ID=Glyma.11G006200.Wm82.a2.v1;Name=Glyma.11G006200;ancestorIdentifier=Glyma11g00850.v1.1
Chr11,443758,444114,ID=Glyma.11G006300.Wm82.a2.v1;Name=Glyma.11G006300;ancestorIdentifier=Glyma11g00860.v1.1
Chr11,455571,458167,ID=Glyma.11G006400.Wm82.a2.v1;Name=Glyma.11G006400;ancestorIdentifier=Glyma11g00870.v1.1
Chr11,459361,462320,ID=Glyma.11G006500.Wm82.a2.v1;Name=Glyma.11G006500;ancestorIdentifier=Glyma11g00881.v1.1
Chr11,463753,466025,ID=Glyma.11G006600.Wm82.a2.v1;Name=Glyma.11G006600;ancestorIdentifier=Glyma11g00890.v1.1
Chr11,467563,467850,ID=Glyma.11G006700.Wm82.a2.v1;Name=Glyma.11G006700;ancestorIdentifier=Glyma11g00900.v1.1
Chr11,468192,477088,ID=Glyma.11G006800.Wm82.a2.v1;Name=Glyma.11G006800;ancestorIdentifier=Glyma11g00910.v1.1
Chr11,487543,492345,ID=Glyma.11G006900.Wm82.a2.v1;Name=Glyma.11G006900;ancestorIdentifier=Glyma11g00920.v1.1
Chr11,497105,497691,ID=Glyma.11G007000.Wm82.a2.v1;Name=Glyma.11G007000
Chr11,502997,506856,ID=Glyma.11G007100.Wm82.a2.v1;Name=Glyma.11G007100;ancestorIdentifier=Glyma11g00930.v1.1
Chr11,507718,510952,ID=Glyma.11G007200.Wm82.a2.v1;Name=Glyma.11G007200;ancestorIdentifier=Glyma11g00940.v1.1
Chr11,511245,513869,ID=Glyma.11G007300.Wm82.a2.v1;Name=Glyma.11G007300;ancestorIdentifier=Glyma11g00950.v1.1
Chr11,514098,516168,ID=Glyma.11G007400.Wm82.a2.v1;Name=Glyma.11G007400;ancestorIdentifier=Glyma11g00960.v1.1
Chr11,516890,522956,ID=Glyma.11G007500.Wm82.a2.v1;Name=Glyma.11G007500;ancestorIdentifier=Glyma11g00970.v1.1
Chr11,526268,528748,ID=Glyma.11G007600.Wm82.a2.v1;Name=Glyma.11G007600;ancestorIdentifier=Glyma11g00980.v1.1
Chr11,531481,533097,ID=Glyma.11G007700.Wm82.a2.v1;Name=Glyma.11G007700
Chr11,538680,543874,ID=Glyma.11G007800.Wm82.a2.v1;Name=Glyma.11G007800;ancestorIdentifier=Glyma11g00990.v1.1
Chr11,550956,552429,ID=Glyma.11G007900.Wm82.a2.v1;Name=Glyma.11G007900;ancestorIdentifier=Glyma11g01000.v1.1
Chr11,553334,555535,ID=Glyma.11G008000.Wm82.a2.v1;Name=Glyma.11G008000;ancestorIdentifier=Glyma11g01010.v1.1
