Chrom,Start,Stop,Gene
Chr02,2248,17665,ID=Glyma.02G000100.Wm82.a2.v1;Name=Glyma.02G000100;ancestorIdentifier=Glyma0002s50.v1.1
Chr02,19463,22147,ID=Glyma.02G000200.Wm82.a2.v1;Name=Glyma.02G000200;ancestorIdentifier=Glyma02g00220.v1.1
Chr02,27188,28520,ID=Glyma.02G000300.Wm82.a2.v1;Name=Glyma.02G000300;ancestorIdentifier=Glyma02g00240.v1.1
Chr02,40099,44249,ID=Glyma.02G000400.Wm82.a2.v1;Name=Glyma.02G000400;ancestorIdentifier=Glyma02g00250.v1.1
Chr02,56569,58453,ID=Glyma.02G000500.Wm82.a2.v1;Name=Glyma.02G000500;ancestorIdentifier=Glyma02g00260.v1.1
Chr02,66163,71743,ID=Glyma.02G000600.Wm82.a2.v1;Name=Glyma.02G000600;ancestorIdentifier=Glyma02g00270.v1.1
Chr02,74337,78612,ID=Glyma.02G000700.Wm82.a2.v1;Name=Glyma.02G000700;ancestorIdentifier=Glyma02g00280.v1.1
Chr02,89242,90656,ID=Glyma.02G000800.Wm82.a2.v1;Name=Glyma.02G000800;ancestorIdentifier=Glyma02g00290.v1.1
Chr02,109272,112589,ID=Glyma.02G000900.Wm82.a2.v1;Name=Glyma.02G000900;ancestorIdentifier=Glyma02g00320.v1.1
Chr02,116682,129846,ID=Glyma.02G001000.Wm82.a2.v1;Name=Glyma.02G001000;ancestorIdentifier=Glyma02g00330.v1.1
Chr02,132932,134901,ID=Glyma.02G001100.Wm82.a2.v1;Name=Glyma.02G001100;ancestorIdentifier=Glyma02g00340.v1.1
Chr02,140335,149191,ID=Glyma.02G001200.Wm82.a2.v1;Name=Glyma.02G001200;ancestorIdentifier=Glyma02g00350.v1.1
Chr02,153893,156066,ID=Glyma.02G001300.Wm82.a2.v1;Name=Glyma.02G001300;ancestorIdentifier=Glyma02g00360.v1.1
Chr02,156643,162087,ID=Glyma.02G001400.Wm82.a2.v1;Name=Glyma.02G001400;ancestorIdentifier=Glyma02g00371.v1.1
Chr02,175310,178604,ID=Glyma.02G001500.Wm82.a2.v1;Name=Glyma.02G001500;ancestorIdentifier=Glyma02g00380.v1.1
Chr02,182822,186957,ID=Glyma.02G001600.Wm82.a2.v1;Name=Glyma.02G001600;ancestorIdentifier=Glyma02g00390.v1.1
Chr02,203731,205720,ID=Glyma.02G001700.Wm82.a2.v1;Name=Glyma.02G001700;ancestorIdentifier=Glyma02g00400.v1.1
Chr02,230423,231381,ID=Glyma.02G001800.Wm82.a2.v1;Name=Glyma.02G001800;ancestorIdentifier=Glyma02g00415.v1.1
Chr02,233013,236563,ID=Glyma.02G001900.Wm82.a2.v1;Name=Glyma.02G001900;ancestorIdentifier=Glyma02g00430.v1.1
Chr02,237689,245007,ID=Glyma.02G002000.Wm82.a2.v1;Name=Glyma.02G002000;ancestorIdentifier=Glyma02g00440.v1.1
Chr02,247328,250095,ID=Glyma.02G002100.Wm82.a2.v1;Name=Glyma.02G002100;ancestorIdentifier=Glyma02g00450.v1.1
Chr02,262126,268663,ID=Glyma.02G002200.Wm82.a2.v1;Name=Glyma.02G002200;ancestorIdentifier=Glyma02g00471.v1.1
Chr02,271501,273419,ID=Glyma.02G002300.Wm82.a2.v1;Name=Glyma.02G002300;ancestorIdentifier=Glyma02g00490.v1.1
