Chrom,Start,Stop,Gene
Chr17,853,3210,ID=Glyma.17G000100.Wm82.a2.v1;Name=Glyma.17G000100;ancestorIdentifier=Glyma0017s50.v1.1
Chr17,3276,4911,ID=Glyma.17G000200.Wm82.a2.v1;Name=Glyma.17G000200;ancestorIdentifier=Glyma17g140.v1.1
Chr17,17407,21108,ID=Glyma.17G000300.Wm82.a2.v1;Name=Glyma.17G000300;ancestorIdentifier=Glyma17g00230.v1.1
Chr17,27159,32809,ID=Glyma.17G000400.Wm82.a2.v1;Name=Glyma.17G000400
Chr17,38903,42667,ID=Glyma.17G000500.Wm82.a2.v1;Name=Glyma.17G000500;ancestorIdentifier=Glyma17g00260.v1.1
Chr17,46218,67789,ID=Glyma.17G000600.Wm82.a2.v1;Name=Glyma.17G000600;ancestorIdentifier=Glyma17g00295.v1.1
Chr17,69831,78451,ID=Glyma.17G000700.Wm82.a2.v1;Name=Glyma.17G000700;ancestorIdentifier=Glyma17g00320.v1.1
Chr17,82318,87422,ID=Glyma.17G000800.Wm82.a2.v1;Name=Glyma.17G000800;ancestorIdentifier=Glyma17g00330.v1.1
Chr17,88142,90777,ID=Glyma.17G000900.Wm82.a2.v1;Name=Glyma.17G000900;ancestorIdentifier=Glyma17g00336.v1.1
Chr17,88371,88541,ID=Glyma.17G001000.Wm82.a2.v1;Name=Glyma.17G001000;ancestorIdentifier=Glyma17g00340.v1.1
Chr17,94725,156413,ID=Glyma.17G001100.Wm82.a2.v1;Name=Glyma.17G001100
Chr17,135897,137198,ID=Glyma.17G001200.Wm82.a2.v1;Name=Glyma.17G001200;ancestorIdentifier=Glyma17g00423.v1.1
Chr17,157503,159698,ID=Glyma.17G001300.Wm82.a2.v1;Name=Glyma.17G001300;ancestorIdentifier=Glyma17g00460.v1.1
Chr17,164384,167121,ID=Glyma.17G001400.Wm82.a2.v1;Name=Glyma.17G001400;ancestorIdentifier=Glyma17g00470.v1.1
Chr17,168356,187022,ID=Glyma.17G001500.Wm82.a2.v1;Name=Glyma.17G001500;ancestorIdentifier=Glyma17g00480.v1.1
Chr17,187322,193234,ID=Glyma.17G001600.Wm82.a2.v1;Name=Glyma.17G001600;ancestorIdentifier=Glyma17g00490.v1.1
Chr17,193318,210683,ID=Glyma.17G001700.Wm82.a2.v1;Name=Glyma.17G001700
Chr17,220257,222462,ID=Glyma.17G001800.Wm82.a2.v1;Name=Glyma.17G001800;ancestorIdentifier=Glyma17g00550.v1.1
Chr17,224386,228432,ID=Glyma.17G001900.Wm82.a2.v1;Name=Glyma.17G001900;ancestorIdentifier=Glyma17g00560.v1.1
Chr17,229315,240742,ID=Glyma.17G002000.Wm82.a2.v1;Name=Glyma.17G002000;ancestorIdentifier=Glyma17g00570.v1.1
Chr17,245092,249227,ID=Glyma.17G002100.Wm82.a2.v1;Name=Glyma.17G002100;ancestorIdentifier=Glyma17g00580.v1.1
Chr17,253745,256069,ID=Glyma.17G002200.Wm82.a2.v1;Name=Glyma.17G002200;ancestorIdentifier=Glyma17g00590.v1.1
Chr17,273365,274333,ID=Glyma.17G002300.Wm82.a2.v1;Name=Glyma.17G002300;ancestorIdentifier=Glyma17g00601.v1.1
Chr17,274516,279367,ID=Glyma.17G002400.Wm82.a2.v1;Name=Glyma.17G002400;ancestorIdentifier=Glyma17g00611.v1.1
Chr17,281639,294198,ID=Glyma.17G002500.Wm82.a2.v1;Name=Glyma.17G002500;ancestorIdentifier=Glyma17g00620.v1.1
Chr17,298721,304372,ID=Glyma.17G002600.Wm82.a2.v1;Name=Glyma.17G002600;ancestorIdentifier=Glyma17g00630.v1.1
Chr17,303847,309824,ID=Glyma.17G002700.Wm82.a2.v1;Name=Glyma.17G002700;ancestorIdentifier=Glyma17g00640.v1.1
Chr17,318373,320984,ID=Glyma.17G002800.Wm82.a2.v1;Name=Glyma.17G002800;ancestorIdentifier=Glyma17g00650.v1.1
