Chrom,Start,Stop,Gene
Chr16,552,4124,ID=Glyma.16G000100.Wm82.a2.v1;Name=Glyma.16G000100
Chr16,13845,24091,ID=Glyma.16G000200.Wm82.a2.v1;Name=Glyma.16G000200;ancestorIdentifier=Glyma16g00210.v1.1
Chr16,25179,31940,ID=Glyma.16G000300.Wm82.a2.v1;Name=Glyma.16G000300;ancestorIdentifier=Glyma16g00220.v1.1
Chr16,32602,32877,ID=Glyma.16G000400.Wm82.a2.v1;Name=Glyma.16G000400
Chr16,41381,58233,ID=Glyma.16G000500.Wm82.a2.v1;Name=Glyma.16G000500;ancestorIdentifier=Glyma16g00240.v1.1
Chr16,46066,46251,ID=Glyma.16G000600.Wm82.a2.v1;Name=Glyma.16G000600;ancestorIdentifier=Glyma16g00250.v1.1
Chr16,59958,62208,ID=Glyma.16G000700.Wm82.a2.v1;Name=Glyma.16G000700;ancestorIdentifier=Glyma16g00260.v1.1
Chr16,62598,66201,ID=Glyma.16G000800.Wm82.a2.v1;Name=Glyma.16G000800
Chr16,64648,64878,ID=Glyma.16G000900.Wm82.a2.v1;Name=Glyma.16G000900;ancestorIdentifier=Glyma16g00270.v1.1
Chr16,66858,70890,ID=Glyma.16G001000.Wm82.a2.v1;Name=Glyma.16G001000;ancestorIdentifier=Glyma16g00280.v1.1
Chr16,71493,77931,ID=Glyma.16G001100.Wm82.a2.v1;Name=Glyma.16G001100;ancestorIdentifier=Glyma16g00291.v1.1
Chr16,79606,80616,ID=Glyma.16G001200.Wm82.a2.v1;Name=Glyma.16G001200;ancestorIdentifier=Glyma16g00300.v1.1
Chr16,83722,86330,ID=Glyma.16G001300.Wm82.a2.v1;Name=Glyma.16G001300;ancestorIdentifier=Glyma16g00310.v1.1
Chr16,85506,86224,ID=Glyma.16G001400.Wm82.a2.v1;Name=Glyma.16G001400;ancestorIdentifier=Glyma16g00315.v1.1
