Chrom,Start,Stop,Gene
Chr03,9547,29036,ID=Glyma.03G000100.Wm82.a2.v1;Name=Glyma.03G000100;ancestorIdentifier=Glyma0003s50.v1.1
Chr03,30638,37015,ID=Glyma.03G000200.Wm82.a2.v1;Name=Glyma.03G000200;ancestorIdentifier=Glyma03g88.v1.1
Chr03,42774,44164,ID=Glyma.03G000300.Wm82.a2.v1;Name=Glyma.03G000300;ancestorIdentifier=Glyma03g126.v1.1
Chr03,53243,54334,ID=Glyma.03G000400.Wm82.a2.v1;Name=Glyma.03G000400;ancestorIdentifier=Glyma03g164.v1.1
Chr03,63425,63922,ID=Glyma.03G000500.Wm82.a2.v1;Name=Glyma.03G000500;ancestorIdentifier=Glyma03g202.v1.1
Chr03,72192,77351,ID=Glyma.03G000600.Wm82.a2.v1;Name=Glyma.03G000600;ancestorIdentifier=Glyma03g241.v1.1
Chr03,84945,100905,ID=Glyma.03G000700.Wm82.a2.v1;Name=Glyma.03G000700;ancestorIdentifier=Glyma03g00280.v1.1
Chr03,113864,115495,ID=Glyma.03G000800.Wm82.a2.v1;Name=Glyma.03G000800;ancestorIdentifier=Glyma03g00310.v1.1
Chr03,117327,118562,ID=Glyma.03G000900.Wm82.a2.v1;Name=Glyma.03G000900;ancestorIdentifier=Glyma03g00320.v1.1
Chr03,129689,130612,ID=Glyma.03G001000.Wm82.a2.v1;Name=Glyma.03G001000;ancestorIdentifier=Glyma03g00330.v1.1
Chr03,141797,143518,ID=Glyma.03G001100.Wm82.a2.v1;Name=Glyma.03G001100;ancestorIdentifier=Glyma03g00340.v1.1
Chr03,147739,153075,ID=Glyma.03G001200.Wm82.a2.v1;Name=Glyma.03G001200;ancestorIdentifier=Glyma03g00350.v1.1
Chr03,154459,159067,ID=Glyma.03G001300.Wm82.a2.v1;Name=Glyma.03G001300;ancestorIdentifier=Glyma03g00360.v1.1
Chr03,160599,165525,ID=Glyma.03G001400.Wm82.a2.v1;Name=Glyma.03G001400;ancestorIdentifier=Glyma03g00370.v1.1
Chr03,169480,172727,ID=Glyma.03G001500.Wm82.a2.v1;Name=Glyma.03G001500;ancestorIdentifier=Glyma03g00380.v1.1
Chr03,177390,180789,ID=Glyma.03G001600.Wm82.a2.v1;Name=Glyma.03G001600;ancestorIdentifier=Glyma03g00390.v1.1
Chr03,187374,191041,ID=Glyma.03G001700.Wm82.a2.v1;Name=Glyma.03G001700;ancestorIdentifier=Glyma03g00400.v1.1
Chr03,199857,203222,ID=Glyma.03G001800.Wm82.a2.v1;Name=Glyma.03G001800;ancestorIdentifier=Glyma03g00410.v1.1
Chr03,204061,205995,ID=Glyma.03G001900.Wm82.a2.v1;Name=Glyma.03G001900;ancestorIdentifier=Glyma03g00420.v1.1
Chr03,206737,209914,ID=Glyma.03G002000.Wm82.a2.v1;Name=Glyma.03G002000;ancestorIdentifier=Glyma03g00430.v1.1
Chr03,211934,216522,ID=Glyma.03G002100.Wm82.a2.v1;Name=Glyma.03G002100;ancestorIdentifier=Glyma03g00440.v1.1
Chr03,214631,219469,ID=Glyma.03G002200.Wm82.a2.v1;Name=Glyma.03G002200;ancestorIdentifier=Glyma03g00450.v1.1
Chr03,225254,226405,ID=Glyma.03G002300.Wm82.a2.v1;Name=Glyma.03G002300;ancestorIdentifier=Glyma03g00460.v1.1
Chr03,234217,238375,ID=Glyma.03G002400.Wm82.a2.v1;Name=Glyma.03G002400;ancestorIdentifier=Glyma03g00470.v1.1
Chr03,239471,245321,ID=Glyma.03G002500.Wm82.a2.v1;Name=Glyma.03G002500;ancestorIdentifier=Glyma03g00480.v1.1
Chr03,252667,254842,ID=Glyma.03G002600.Wm82.a2.v1;Name=Glyma.03G002600;ancestorIdentifier=Glyma03g00490.v1.1
Chr03,257834,260910,ID=Glyma.03G002700.Wm82.a2.v1;Name=Glyma.03G002700;ancestorIdentifier=Glyma03g00500.v1.1
Chr03,263773,270060,ID=Glyma.03G002800.Wm82.a2.v1;Name=Glyma.03G002800;ancestorIdentifier=Glyma03g00510.v1.1
Chr03,270078,273611,ID=Glyma.03G002900.Wm82.a2.v1;Name=Glyma.03G002900;ancestorIdentifier=Glyma03g00520.v1.1
Chr03,281581,284883,ID=Glyma.03G003000.Wm82.a2.v1;Name=Glyma.03G003000;ancestorIdentifier=Glyma03g00530.v1.1
Chr03,288563,291114,ID=Glyma.03G003100.Wm82.a2.v1;Name=Glyma.03G003100;ancestorIdentifier=Glyma03g00540.v1.1
Chr03,298397,300282,ID=Glyma.03G003200.Wm82.a2.v1;Name=Glyma.03G003200
