Chrom,Start,Stop,Gene
Chr05,5521,7511,ID=Glyma.05G000100.Wm82.a2.v1;Name=Glyma.05G000100
Chr05,11422,19950,ID=Glyma.05G000200.Wm82.a2.v1;Name=Glyma.05G000200;ancestorIdentifier=Glyma05g09400.v1.1
Chr05,21269,22280,ID=Glyma.05G000300.Wm82.a2.v1;Name=Glyma.05G000300;ancestorIdentifier=Glyma05g09390.v1.1
Chr05,23212,27665,ID=Glyma.05G000400.Wm82.a2.v1;Name=Glyma.05G000400
Chr05,29456,30466,ID=Glyma.05G000500.Wm82.a2.v1;Name=Glyma.05G000500;ancestorIdentifier=Glyma05g09370.v1.1
Chr05,38417,65740,ID=Glyma.05G000600.Wm82.a2.v1;Name=Glyma.05G000600;ancestorIdentifier=Glyma05g09341.v1.1
Chr05,70724,73665,ID=Glyma.05G000700.Wm82.a2.v1;Name=Glyma.05G000700;ancestorIdentifier=Glyma05g09310.v1.1
Chr05,77047,79531,ID=Glyma.05G000800.Wm82.a2.v1;Name=Glyma.05G000800;ancestorIdentifier=Glyma05g09300.v1.1
Chr05,82568,85890,ID=Glyma.05G000900.Wm82.a2.v1;Name=Glyma.05G000900;ancestorIdentifier=Glyma05g09290.v1.1
Chr05,89545,94444,ID=Glyma.05G001000.Wm82.a2.v1;Name=Glyma.05G001000;ancestorIdentifier=Glyma05g09280.v1.1
Chr05,94615,96818,ID=Glyma.05G001100.Wm82.a2.v1;Name=Glyma.05G001100;ancestorIdentifier=Glyma05g09270.v1.1
Chr05,97958,100428,ID=Glyma.05G001200.Wm82.a2.v1;Name=Glyma.05G001200;ancestorIdentifier=Glyma05g09260.v1.1
Chr05,102346,105998,ID=Glyma.05G001300.Wm82.a2.v1;Name=Glyma.05G001300;ancestorIdentifier=Glyma05g09251.v1.1
Chr05,106957,108267,ID=Glyma.05G001400.Wm82.a2.v1;Name=Glyma.05G001400;ancestorIdentifier=Glyma05g09241.v1.1
Chr05,111150,112081,ID=Glyma.05G001500.Wm82.a2.v1;Name=Glyma.05G001500;ancestorIdentifier=Glyma05g09230.v1.1
Chr05,112769,122103,ID=Glyma.05G001600.Wm82.a2.v1;Name=Glyma.05G001600;ancestorIdentifier=Glyma05g09220.v1.1
Chr05,130310,133384,ID=Glyma.05G001700.Wm82.a2.v1;Name=Glyma.05G001700;ancestorIdentifier=Glyma05g09210.v1.1
Chr05,137090,140349,ID=Glyma.05G001800.Wm82.a2.v1;Name=Glyma.05G001800;ancestorIdentifier=Glyma05g09200.v1.1
Chr05,144663,152612,ID=Glyma.05G001900.Wm82.a2.v1;Name=Glyma.05G001900;ancestorIdentifier=Glyma05g09190.v1.1
Chr05,155220,158250,ID=Glyma.05G002000.Wm82.a2.v1;Name=Glyma.05G002000;ancestorIdentifier=Glyma05g09181.v1.1
Chr05,160812,167719,ID=Glyma.05G002100.Wm82.a2.v1;Name=Glyma.05G002100;ancestorIdentifier=Glyma05g09170.v1.1
Chr05,170548,171363,ID=Glyma.05G002200.Wm82.a2.v1;Name=Glyma.05G002200;ancestorIdentifier=Glyma05g09160.v1.1
Chr05,174119,180071,ID=Glyma.05G002300.Wm82.a2.v1;Name=Glyma.05G002300;ancestorIdentifier=Glyma05g09150.v1.1
Chr05,180217,181383,ID=Glyma.05G002400.Wm82.a2.v1;Name=Glyma.05G002400;ancestorIdentifier=Glyma05g09140.v1.1
Chr05,182081,185308,ID=Glyma.05G002500.Wm82.a2.v1;Name=Glyma.05G002500;ancestorIdentifier=Glyma05g09130.v1.1
Chr05,186374,190825,ID=Glyma.05G002600.Wm82.a2.v1;Name=Glyma.05G002600;ancestorIdentifier=Glyma05g09120.v1.1
Chr05,192322,197211,ID=Glyma.05G002700.Wm82.a2.v1;Name=Glyma.05G002700;ancestorIdentifier=Glyma05g09110.v1.1
Chr05,198479,202331,ID=Glyma.05G002800.Wm82.a2.v1;Name=Glyma.05G002800;ancestorIdentifier=Glyma05g09100.v1.1
Chr05,204343,204908,ID=Glyma.05G002900.Wm82.a2.v1;Name=Glyma.05G002900
Chr05,212751,214343,ID=Glyma.05G003000.Wm82.a2.v1;Name=Glyma.05G003000;ancestorIdentifier=Glyma05g09080.v1.1
Chr05,218330,220043,ID=Glyma.05G003100.Wm82.a2.v1;Name=Glyma.05G003100;ancestorIdentifier=Glyma05g09070.v1.1
Chr05,227326,229490,ID=Glyma.05G003200.Wm82.a2.v1;Name=Glyma.05G003200;ancestorIdentifier=Glyma05g09060.v1.1
Chr05,233686,235472,ID=Glyma.05G003300.Wm82.a2.v1;Name=Glyma.05G003300;ancestorIdentifier=Glyma05g09050.v1.1
Chr05,237351,241135,ID=Glyma.05G003400.Wm82.a2.v1;Name=Glyma.05G003400;ancestorIdentifier=Glyma05g09040.v1.1
Chr05,243074,277177,ID=Glyma.05G003500.Wm82.a2.v1;Name=Glyma.05G003500;ancestorIdentifier=Glyma05g09015.v1.1
Chr05,281822,288267,ID=Glyma.05G003600.Wm82.a2.v1;Name=Glyma.05G003600;ancestorIdentifier=Glyma05g08990.v1.1
Chr05,289152,292210,ID=Glyma.05G003700.Wm82.a2.v1;Name=Glyma.05G003700;ancestorIdentifier=Glyma05g08980.v1.1
Chr05,294256,300981,ID=Glyma.05G003800.Wm82.a2.v1;Name=Glyma.05G003800;ancestorIdentifier=Glyma05g08970.v1.1
Chr05,307461,312091,ID=Glyma.05G003900.Wm82.a2.v1;Name=Glyma.05G003900;ancestorIdentifier=Glyma05g08950.v1.1
Chr05,319881,324959,ID=Glyma.05G004000.Wm82.a2.v1;Name=Glyma.05G004000;ancestorIdentifier=Glyma05g08931.v1.1
Chr05,326203,341285,ID=Glyma.05G004100.Wm82.a2.v1;Name=Glyma.05G004100;ancestorIdentifier=Glyma05g08910.v1.1
Chr05,343155,347113,ID=Glyma.05G004200.Wm82.a2.v1;Name=Glyma.05G004200;ancestorIdentifier=Glyma05g08890.v1.1
Chr05,349459,350230,ID=Glyma.05G004300.Wm82.a2.v1;Name=Glyma.05G004300;ancestorIdentifier=Glyma05g08880.v1.1
Chr05,366662,368637,ID=Glyma.05G004400.Wm82.a2.v1;Name=Glyma.05G004400;ancestorIdentifier=Glyma05g08870.v1.1
Chr05,390923,394595,ID=Glyma.05G004500.Wm82.a2.v1;Name=Glyma.05G004500;ancestorIdentifier=Glyma05g08850.v1.1
Chr05,398853,402990,ID=Glyma.05G004600.Wm82.a2.v1;Name=Glyma.05G004600;ancestorIdentifier=Glyma05g08840.v1.1
Chr05,404353,409931,ID=Glyma.05G004700.Wm82.a2.v1;Name=Glyma.05G004700;ancestorIdentifier=Glyma05g08830.v1.1
Chr05,417064,417396,ID=Glyma.05G004800.Wm82.a2.v1;Name=Glyma.05G004800;ancestorIdentifier=Glyma05g08820.v1.1
Chr05,428752,433136,ID=Glyma.05G004900.Wm82.a2.v1;Name=Glyma.05G004900;ancestorIdentifier=Glyma05g08810.v1.1
Chr05,434176,437554,ID=Glyma.05G005000.Wm82.a2.v1;Name=Glyma.05G005000;ancestorIdentifier=Glyma05g08800.v1.1
Chr05,440166,444502,ID=Glyma.05G005100.Wm82.a2.v1;Name=Glyma.05G005100;ancestorIdentifier=Glyma05g08790.v1.1
Chr05,449184,451172,ID=Glyma.05G005200.Wm82.a2.v1;Name=Glyma.05G005200;ancestorIdentifier=Glyma05g08781.v1.1
Chr05,459545,471122,ID=Glyma.05G005300.Wm82.a2.v1;Name=Glyma.05G005300;ancestorIdentifier=Glyma05g08770.v1.1
Chr05,474367,477602,ID=Glyma.05G005400.Wm82.a2.v1;Name=Glyma.05G005400;ancestorIdentifier=Glyma05g08761.v1.1
Chr05,483320,488769,ID=Glyma.05G005500.Wm82.a2.v1;Name=Glyma.05G005500;ancestorIdentifier=Glyma05g08750.v1.1
Chr05,491888,498240,ID=Glyma.05G005600.Wm82.a2.v1;Name=Glyma.05G005600;ancestorIdentifier=Glyma05g08740.v1.1
Chr05,499650,500695,ID=Glyma.05G005700.Wm82.a2.v1;Name=Glyma.05G005700
Chr05,508288,512615,ID=Glyma.05G005800.Wm82.a2.v1;Name=Glyma.05G005800;ancestorIdentifier=Glyma05g08730.v1.1
Chr05,513278,517961,ID=Glyma.05G005900.Wm82.a2.v1;Name=Glyma.05G005900;ancestorIdentifier=Glyma05g08720.v1.1
Chr05,526050,530851,ID=Glyma.05G006000.Wm82.a2.v1;Name=Glyma.05G006000;ancestorIdentifier=Glyma05g08700.v1.1
Chr05,551907,555035,ID=Glyma.05G006100.Wm82.a2.v1;Name=Glyma.05G006100;ancestorIdentifier=Glyma05g08690.v1.1
Chr05,566690,571021,ID=Glyma.05G006200.Wm82.a2.v1;Name=Glyma.05G006200
Chr05,571433,573919,ID=Glyma.05G006300.Wm82.a2.v1;Name=Glyma.05G006300;ancestorIdentifier=Glyma05g08670.v1.1
Chr05,577502,579092,ID=Glyma.05G006400.Wm82.a2.v1;Name=Glyma.05G006400;ancestorIdentifier=Glyma05g08660.v1.1
Chr05,580276,585675,ID=Glyma.05G006500.Wm82.a2.v1;Name=Glyma.05G006500;ancestorIdentifier=Glyma05g08655.v1.1
Chr05,589985,593584,ID=Glyma.05G006600.Wm82.a2.v1;Name=Glyma.05G006600;ancestorIdentifier=Glyma05g08650.v1.1
