Chrom,Start,Stop,Gene
Chr06,1764,15071,ID=Glyma.06G000100.Wm82.a2.v1;Name=Glyma.06G000100;ancestorIdentifier=Glyma0006s50.v1.1
Chr06,16505,22866,ID=Glyma.06G000200.Wm82.a2.v1;Name=Glyma.06G000200;ancestorIdentifier=Glyma06g00220.v1.1
Chr06,24627,43429,ID=Glyma.06G000300.Wm82.a2.v1;Name=Glyma.06G000300;ancestorIdentifier=Glyma06g00230.v1.1
Chr06,46421,49689,ID=Glyma.06G000400.Wm82.a2.v1;Name=Glyma.06G000400;ancestorIdentifier=Glyma06g00240.v1.1
Chr06,72935,78162,ID=Glyma.06G000500.Wm82.a2.v1;Name=Glyma.06G000500;ancestorIdentifier=Glyma06g00260.v1.1
Chr06,93172,96057,ID=Glyma.06G000600.Wm82.a2.v1;Name=Glyma.06G000600;ancestorIdentifier=Glyma06g00275.v1.1
Chr06,97823,101462,ID=Glyma.06G000700.Wm82.a2.v1;Name=Glyma.06G000700;ancestorIdentifier=Glyma06g00290.v1.1
Chr06,101247,106283,ID=Glyma.06G000800.Wm82.a2.v1;Name=Glyma.06G000800;ancestorIdentifier=Glyma06g00300.v1.1
Chr06,109488,111528,ID=Glyma.06G000900.Wm82.a2.v1;Name=Glyma.06G000900;ancestorIdentifier=Glyma06g00310.v1.1
Chr06,111625,114172,ID=Glyma.06G001000.Wm82.a2.v1;Name=Glyma.06G001000;ancestorIdentifier=Glyma06g00320.v1.1
Chr06,116892,123041,ID=Glyma.06G001100.Wm82.a2.v1;Name=Glyma.06G001100;ancestorIdentifier=Glyma06g00330.v1.1
Chr06,125067,127777,ID=Glyma.06G001200.Wm82.a2.v1;Name=Glyma.06G001200;ancestorIdentifier=Glyma06g00340.v1.1
Chr06,127001,136968,ID=Glyma.06G001300.Wm82.a2.v1;Name=Glyma.06G001300;ancestorIdentifier=Glyma06g00360.v1.1
Chr06,137474,146529,ID=Glyma.06G001400.Wm82.a2.v1;Name=Glyma.06G001400;ancestorIdentifier=Glyma06g00370.v1.1
Chr06,150300,151789,ID=Glyma.06G001500.Wm82.a2.v1;Name=Glyma.06G001500;ancestorIdentifier=Glyma06g00380.v1.1
Chr06,154527,159057,ID=Glyma.06G001600.Wm82.a2.v1;Name=Glyma.06G001600
Chr06,163171,168152,ID=Glyma.06G001700.Wm82.a2.v1;Name=Glyma.06G001700;ancestorIdentifier=Glyma06g00400.v1.1
Chr06,171121,172366,ID=Glyma.06G001800.Wm82.a2.v1;Name=Glyma.06G001800;ancestorIdentifier=Glyma06g00420.v1.1
Chr06,173301,187071,ID=Glyma.06G001900.Wm82.a2.v1;Name=Glyma.06G001900
