Chrom,Start,Stop,Gene
Chr04,119,14900,ID=Glyma.04G000100.Wm82.a2.v1;Name=Glyma.04G000100
Chr04,21979,31114,ID=Glyma.04G000200.Wm82.a2.v1;Name=Glyma.04G000200;ancestorIdentifier=Glyma13g06010.v1.1
Chr04,32855,45542,ID=Glyma.04G000300.Wm82.a2.v1;Name=Glyma.04G000300;ancestorIdentifier=Glyma13g05980.v1.1
Chr04,52894,67396,ID=Glyma.04G000400.Wm82.a2.v1;Name=Glyma.04G000400;ancestorIdentifier=Glyma04g00200.v1.1
Chr04,56284,56766,ID=Glyma.04G000500.Wm82.a2.v1;Name=Glyma.04G000500
Chr04,72328,75769,ID=Glyma.04G000600.Wm82.a2.v1;Name=Glyma.04G000600;ancestorIdentifier=Glyma04g00210.v1.1
Chr04,92995,98443,ID=Glyma.04G000700.Wm82.a2.v1;Name=Glyma.04G000700;ancestorIdentifier=Glyma04g00220.v1.1
Chr04,95611,95958,ID=Glyma.04G000800.Wm82.a2.v1;Name=Glyma.04G000800;ancestorIdentifier=Glyma04g00225.v1.1
Chr04,96324,97150,ID=Glyma.04G000900.Wm82.a2.v1;Name=Glyma.04G000900
Chr04,97388,99724,ID=Glyma.04G001000.Wm82.a2.v1;Name=Glyma.04G001000
Chr04,101295,104020,ID=Glyma.04G001100.Wm82.a2.v1;Name=Glyma.04G001100;ancestorIdentifier=Glyma04g00230.v1.1
Chr04,106989,111893,ID=Glyma.04G001200.Wm82.a2.v1;Name=Glyma.04G001200;ancestorIdentifier=Glyma04g00240.v1.1
Chr04,107672,108376,ID=Glyma.04G001300.Wm82.a2.v1;Name=Glyma.04G001300
Chr04,111835,117086,ID=Glyma.04G001400.Wm82.a2.v1;Name=Glyma.04G001400;ancestorIdentifier=Glyma04g00250.v1.1
Chr04,123590,128614,ID=Glyma.04G001500.Wm82.a2.v1;Name=Glyma.04G001500;ancestorIdentifier=Glyma04g00270.v1.1
Chr04,131966,138687,ID=Glyma.04G001600.Wm82.a2.v1;Name=Glyma.04G001600;ancestorIdentifier=Glyma04g00280.v1.1
Chr04,140808,142913,ID=Glyma.04G001700.Wm82.a2.v1;Name=Glyma.04G001700;ancestorIdentifier=Glyma04g00300.v1.1
Chr04,145571,155694,ID=Glyma.04G001800.Wm82.a2.v1;Name=Glyma.04G001800;ancestorIdentifier=Glyma04g00310.v1.1
Chr04,154930,166753,ID=Glyma.04G001900.Wm82.a2.v1;Name=Glyma.04G001900;ancestorIdentifier=Glyma04g00320.v1.1
Chr04,172848,177929,ID=Glyma.04G002000.Wm82.a2.v1;Name=Glyma.04G002000;ancestorIdentifier=Glyma04g00330.v1.1
Chr04,178782,184840,ID=Glyma.04G002100.Wm82.a2.v1;Name=Glyma.04G002100;ancestorIdentifier=Glyma04g00340.v1.1
Chr04,186700,188558,ID=Glyma.04G002200.Wm82.a2.v1;Name=Glyma.04G002200;ancestorIdentifier=Glyma04g00350.v1.1
Chr04,189316,191183,ID=Glyma.04G002300.Wm82.a2.v1;Name=Glyma.04G002300;ancestorIdentifier=Glyma04g00360.v1.1
Chr04,192406,199672,ID=Glyma.04G002400.Wm82.a2.v1;Name=Glyma.04G002400;ancestorIdentifier=Glyma04g00370.v1.1
Chr04,206148,207937,ID=Glyma.04G002500.Wm82.a2.v1;Name=Glyma.04G002500;ancestorIdentifier=Glyma04g00380.v1.1
Chr04,211968,215847,ID=Glyma.04G002600.Wm82.a2.v1;Name=Glyma.04G002600;ancestorIdentifier=Glyma04g00390.v1.1
Chr04,217726,222634,ID=Glyma.04G002700.Wm82.a2.v1;Name=Glyma.04G002700;ancestorIdentifier=Glyma04g00400.v1.1
Chr04,223275,227117,ID=Glyma.04G002800.Wm82.a2.v1;Name=Glyma.04G002800;ancestorIdentifier=Glyma04g00410.v1.1
Chr04,227965,229998,ID=Glyma.04G002900.Wm82.a2.v1;Name=Glyma.04G002900;ancestorIdentifier=Glyma04g00420.v1.1
Chr04,232161,255838,ID=Glyma.04G003000.Wm82.a2.v1;Name=Glyma.04G003000;ancestorIdentifier=Glyma04g00430.v1.1
Chr04,258987,262099,ID=Glyma.04G003100.Wm82.a2.v1;Name=Glyma.04G003100;ancestorIdentifier=Glyma04g00441.v1.1
