Chrom,Start,Stop,Gene
Chr18,2448,40092,ID=Glyma.18G000100.Wm82.a2.v1;Name=Glyma.18G000100;ancestorIdentifier=Glyma0018s50.v1.1
Chr18,47154,49570,ID=Glyma.18G000200.Wm82.a2.v1;Name=Glyma.18G000200;ancestorIdentifier=Glyma18g00300.v1.1
Chr18,52031,55923,ID=Glyma.18G000300.Wm82.a2.v1;Name=Glyma.18G000300;ancestorIdentifier=Glyma18g00310.v1.1
Chr18,58631,61226,ID=Glyma.18G000400.Wm82.a2.v1;Name=Glyma.18G000400;ancestorIdentifier=Glyma18g00320.v1.1
Chr18,83396,88423,ID=Glyma.18G000500.Wm82.a2.v1;Name=Glyma.18G000500;ancestorIdentifier=Glyma18g00330.v1.1
Chr18,99110,101506,ID=Glyma.18G000600.Wm82.a2.v1;Name=Glyma.18G000600;ancestorIdentifier=Glyma18g00350.v1.1
Chr18,103443,105905,ID=Glyma.18G000700.Wm82.a2.v1;Name=Glyma.18G000700;ancestorIdentifier=Glyma18g00360.v1.1
Chr18,106361,110715,ID=Glyma.18G000800.Wm82.a2.v1;Name=Glyma.18G000800;ancestorIdentifier=Glyma18g00370.v1.1
Chr18,111142,111596,ID=Glyma.18G000900.Wm82.a2.v1;Name=Glyma.18G000900;ancestorIdentifier=Glyma18g00381.v1.1
Chr18,113834,114580,ID=Glyma.18G001000.Wm82.a2.v1;Name=Glyma.18G001000
Chr18,115525,121108,ID=Glyma.18G001100.Wm82.a2.v1;Name=Glyma.18G001100;ancestorIdentifier=Glyma18g00390.v1.1
Chr18,125085,125813,ID=Glyma.18G001200.Wm82.a2.v1;Name=Glyma.18G001200;ancestorIdentifier=Glyma18g00400.v1.1
Chr18,131173,134840,ID=Glyma.18G001300.Wm82.a2.v1;Name=Glyma.18G001300;ancestorIdentifier=Glyma18g00410.v1.1
Chr18,134883,137559,ID=Glyma.18G001400.Wm82.a2.v1;Name=Glyma.18G001400;ancestorIdentifier=Glyma18g00420.v1.1
Chr18,139088,144916,ID=Glyma.18G001500.Wm82.a2.v1;Name=Glyma.18G001500;ancestorIdentifier=Glyma18g00430.v1.1
Chr18,148362,150725,ID=Glyma.18G001600.Wm82.a2.v1;Name=Glyma.18G001600;ancestorIdentifier=Glyma18g00440.v1.1
Chr18,152055,155509,ID=Glyma.18G001700.Wm82.a2.v1;Name=Glyma.18G001700;ancestorIdentifier=Glyma18g00450.v1.1
Chr18,156038,164445,ID=Glyma.18G001800.Wm82.a2.v1;Name=Glyma.18G001800;ancestorIdentifier=Glyma18g00460.v1.1
Chr18,166175,170736,ID=Glyma.18G001900.Wm82.a2.v1;Name=Glyma.18G001900;ancestorIdentifier=Glyma18g00470.v1.1
Chr18,173530,175647,ID=Glyma.18G002000.Wm82.a2.v1;Name=Glyma.18G002000;ancestorIdentifier=Glyma18g00480.v1.1
Chr18,176091,177273,ID=Glyma.18G002100.Wm82.a2.v1;Name=Glyma.18G002100;ancestorIdentifier=Glyma18g00490.v1.1
Chr18,181021,182369,ID=Glyma.18G002200.Wm82.a2.v1;Name=Glyma.18G002200;ancestorIdentifier=Glyma18g00505.v1.1
Chr18,196119,200524,ID=Glyma.18G002300.Wm82.a2.v1;Name=Glyma.18G002300;ancestorIdentifier=Glyma18g00520.v1.1
Chr18,201397,212945,ID=Glyma.18G002400.Wm82.a2.v1;Name=Glyma.18G002400;ancestorIdentifier=Glyma18g00530.v1.1
Chr18,223235,224095,ID=Glyma.18G002500.Wm82.a2.v1;Name=Glyma.18G002500;ancestorIdentifier=Glyma18g00550.v1.1
Chr18,228314,230518,ID=Glyma.18G002600.Wm82.a2.v1;Name=Glyma.18G002600;ancestorIdentifier=Glyma18g00560.v1.1
Chr18,231765,235097,ID=Glyma.18G002700.Wm82.a2.v1;Name=Glyma.18G002700;ancestorIdentifier=Glyma18g00570.v1.1
Chr18,236356,239990,ID=Glyma.18G002800.Wm82.a2.v1;Name=Glyma.18G002800;ancestorIdentifier=Glyma18g00590.v1.1
Chr18,242982,249589,ID=Glyma.18G002900.Wm82.a2.v1;Name=Glyma.18G002900;ancestorIdentifier=Glyma18g00600.v1.1
Chr18,255545,259654,ID=Glyma.18G003000.Wm82.a2.v1;Name=Glyma.18G003000;ancestorIdentifier=Glyma18g00610.v1.1
Chr18,262058,263950,ID=Glyma.18G003100.Wm82.a2.v1;Name=Glyma.18G003100;ancestorIdentifier=Glyma18g00620.v1.1
Chr18,266943,268715,ID=Glyma.18G003200.Wm82.a2.v1;Name=Glyma.18G003200;ancestorIdentifier=Glyma18g00630.v1.1
Chr18,276941,280909,ID=Glyma.18G003300.Wm82.a2.v1;Name=Glyma.18G003300;ancestorIdentifier=Glyma18g00643.v1.1
Chr18,281910,283818,ID=Glyma.18G003400.Wm82.a2.v1;Name=Glyma.18G003400;ancestorIdentifier=Glyma18g00656.v1.1
Chr18,291849,298370,ID=Glyma.18G003500.Wm82.a2.v1;Name=Glyma.18G003500;ancestorIdentifier=Glyma18g00670.v1.1
Chr18,301361,302431,ID=Glyma.18G003600.Wm82.a2.v1;Name=Glyma.18G003600;ancestorIdentifier=Glyma18g00680.v1.1
Chr18,304856,305625,ID=Glyma.18G003700.Wm82.a2.v1;Name=Glyma.18G003700;ancestorIdentifier=Glyma18g00690.v1.1
Chr18,306787,313682,ID=Glyma.18G003800.Wm82.a2.v1;Name=Glyma.18G003800;ancestorIdentifier=Glyma18g00700.v1.1
Chr18,317232,325813,ID=Glyma.18G003900.Wm82.a2.v1;Name=Glyma.18G003900;ancestorIdentifier=Glyma18g00720.v1.1
Chr18,326451,330605,ID=Glyma.18G004000.Wm82.a2.v1;Name=Glyma.18G004000;ancestorIdentifier=Glyma18g00730.v1.1
Chr18,331235,335170,ID=Glyma.18G004100.Wm82.a2.v1;Name=Glyma.18G004100;ancestorIdentifier=Glyma18g00740.v1.1
Chr18,339443,345040,ID=Glyma.18G004200.Wm82.a2.v1;Name=Glyma.18G004200;ancestorIdentifier=Glyma18g00750.v1.1
Chr18,350422,352588,ID=Glyma.18G004300.Wm82.a2.v1;Name=Glyma.18G004300;ancestorIdentifier=Glyma18g00760.v1.1
Chr18,353805,357484,ID=Glyma.18G004400.Wm82.a2.v1;Name=Glyma.18G004400;ancestorIdentifier=Glyma18g00770.v1.1
Chr18,359274,362912,ID=Glyma.18G004500.Wm82.a2.v1;Name=Glyma.18G004500;ancestorIdentifier=Glyma18g00780.v1.1
Chr18,367189,368739,ID=Glyma.18G004600.Wm82.a2.v1;Name=Glyma.18G004600
Chr18,376900,381284,ID=Glyma.18G004700.Wm82.a2.v1;Name=Glyma.18G004700;ancestorIdentifier=Glyma18g00801.v1.1
Chr18,383506,383899,ID=Glyma.18G004800.Wm82.a2.v1;Name=Glyma.18G004800
Chr18,384332,386910,ID=Glyma.18G004900.Wm82.a2.v1;Name=Glyma.18G004900;ancestorIdentifier=Glyma18g00820.v1.1
Chr18,388026,389034,ID=Glyma.18G005000.Wm82.a2.v1;Name=Glyma.18G005000;ancestorIdentifier=Glyma18g00830.v1.1
Chr18,394711,403747,ID=Glyma.18G005100.Wm82.a2.v1;Name=Glyma.18G005100;ancestorIdentifier=Glyma18g00840.v1.1
Chr18,404441,405776,ID=Glyma.18G005200.Wm82.a2.v1;Name=Glyma.18G005200;ancestorIdentifier=Glyma18g00850.v1.1
Chr18,406879,408143,ID=Glyma.18G005300.Wm82.a2.v1;Name=Glyma.18G005300
Chr18,409980,414945,ID=Glyma.18G005400.Wm82.a2.v1;Name=Glyma.18G005400;ancestorIdentifier=Glyma18g00870.v1.1
Chr18,426007,426423,ID=Glyma.18G005500.Wm82.a2.v1;Name=Glyma.18G005500;ancestorIdentifier=Glyma18g00886.v1.1
Chr18,427474,431843,ID=Glyma.18G005600.Wm82.a2.v1;Name=Glyma.18G005600;ancestorIdentifier=Glyma18g00903.v1.1
Chr18,435145,438775,ID=Glyma.18G005700.Wm82.a2.v1;Name=Glyma.18G005700;ancestorIdentifier=Glyma18g00920.v1.1
Chr18,440553,442779,ID=Glyma.18G005800.Wm82.a2.v1;Name=Glyma.18G005800;ancestorIdentifier=Glyma18g00926.v1.1
Chr18,441632,441865,ID=Glyma.18G005900.Wm82.a2.v1;Name=Glyma.18G005900;ancestorIdentifier=Glyma18g00933.v1.1
Chr18,447966,449464,ID=Glyma.18G006000.Wm82.a2.v1;Name=Glyma.18G006000;ancestorIdentifier=Glyma18g00940.v1.1
Chr18,450634,454282,ID=Glyma.18G006100.Wm82.a2.v1;Name=Glyma.18G006100;ancestorIdentifier=Glyma18g00950.v1.1
Chr18,455426,458211,ID=Glyma.18G006200.Wm82.a2.v1;Name=Glyma.18G006200;ancestorIdentifier=Glyma18g00970.v1.1
Chr18,458634,458834,ID=Glyma.18G006300.Wm82.a2.v1;Name=Glyma.18G006300
Chr18,462027,463121,ID=Glyma.18G006400.Wm82.a2.v1;Name=Glyma.18G006400;ancestorIdentifier=Glyma18g00980.v1.1
Chr18,474818,475810,ID=Glyma.18G006500.Wm82.a2.v1;Name=Glyma.18G006500;ancestorIdentifier=Glyma18g00985.v1.1
Chr18,487133,489681,ID=Glyma.18G006600.Wm82.a2.v1;Name=Glyma.18G006600;ancestorIdentifier=Glyma18g00990.v1.1
Chr18,493222,495254,ID=Glyma.18G006700.Wm82.a2.v1;Name=Glyma.18G006700;ancestorIdentifier=Glyma18g01000.v1.1
Chr18,495989,502111,ID=Glyma.18G006800.Wm82.a2.v1;Name=Glyma.18G006800;ancestorIdentifier=Glyma18g01010.v1.1
Chr18,504226,508901,ID=Glyma.18G006900.Wm82.a2.v1;Name=Glyma.18G006900;ancestorIdentifier=Glyma18g01020.v1.1
Chr18,509916,513724,ID=Glyma.18G007000.Wm82.a2.v1;Name=Glyma.18G007000;ancestorIdentifier=Glyma18g01030.v1.1
Chr18,514114,514936,ID=Glyma.18G007100.Wm82.a2.v1;Name=Glyma.18G007100;ancestorIdentifier=Glyma18g01040.v1.1
Chr18,515002,519377,ID=Glyma.18G007200.Wm82.a2.v1;Name=Glyma.18G007200;ancestorIdentifier=Glyma18g01050.v1.1
Chr18,525861,549272,ID=Glyma.18G007300.Wm82.a2.v1;Name=Glyma.18G007300;ancestorIdentifier=Glyma18g01075.v1.1
