Chrom,Start,Stop,Gene
Chr15,1030,7868,ID=Glyma.15G000100.Wm82.a2.v1;Name=Glyma.15G000100;ancestorIdentifier=Glyma0015s50.v1.1
Chr15,9840,19387,ID=Glyma.15G000200.Wm82.a2.v1;Name=Glyma.15G000200;ancestorIdentifier=Glyma15g00220.v1.1
Chr15,23079,48897,ID=Glyma.15G000300.Wm82.a2.v1;Name=Glyma.15G000300;ancestorIdentifier=Glyma15g00241.v1.1
Chr15,50800,54531,ID=Glyma.15G000400.Wm82.a2.v1;Name=Glyma.15G000400;ancestorIdentifier=Glyma15g00260.v1.1
Chr15,52866,53347,ID=Glyma.15G000500.Wm82.a2.v1;Name=Glyma.15G000500
Chr15,57450,59985,ID=Glyma.15G000600.Wm82.a2.v1;Name=Glyma.15G000600;ancestorIdentifier=Glyma15g00270.v1.1
Chr15,68572,72965,ID=Glyma.15G000700.Wm82.a2.v1;Name=Glyma.15G000700;ancestorIdentifier=Glyma15g00280.v1.1
Chr15,76253,80253,ID=Glyma.15G000800.Wm82.a2.v1;Name=Glyma.15G000800;ancestorIdentifier=Glyma15g00290.v1.1
Chr15,82228,108631,ID=Glyma.15G000900.Wm82.a2.v1;Name=Glyma.15G000900;ancestorIdentifier=Glyma15g00301.v1.1
Chr15,115814,117261,ID=Glyma.15G001000.Wm82.a2.v1;Name=Glyma.15G001000;ancestorIdentifier=Glyma15g00311.v1.1
Chr15,119084,124240,ID=Glyma.15G001100.Wm82.a2.v1;Name=Glyma.15G001100;ancestorIdentifier=Glyma15g00320.v1.1
Chr15,126171,130083,ID=Glyma.15G001200.Wm82.a2.v1;Name=Glyma.15G001200;ancestorIdentifier=Glyma15g00330.v1.1
Chr15,133766,151635,ID=Glyma.15G001300.Wm82.a2.v1;Name=Glyma.15G001300;ancestorIdentifier=Glyma15g00340.v1.1
Chr15,151772,155099,ID=Glyma.15G001400.Wm82.a2.v1;Name=Glyma.15G001400;ancestorIdentifier=Glyma15g00350.v1.1
Chr15,166461,170452,ID=Glyma.15G001500.Wm82.a2.v1;Name=Glyma.15G001500;ancestorIdentifier=Glyma15g00360.v1.1
Chr15,182281,189386,ID=Glyma.15G001600.Wm82.a2.v1;Name=Glyma.15G001600;ancestorIdentifier=Glyma15g00380.v1.1
Chr15,190985,194451,ID=Glyma.15G001700.Wm82.a2.v1;Name=Glyma.15G001700;ancestorIdentifier=Glyma15g00390.v1.1
Chr15,195843,200281,ID=Glyma.15G001800.Wm82.a2.v1;Name=Glyma.15G001800;ancestorIdentifier=Glyma15g00400.v1.1
Chr15,206297,207710,ID=Glyma.15G001900.Wm82.a2.v1;Name=Glyma.15G001900;ancestorIdentifier=Glyma15g00420.v1.1
Chr15,210513,212585,ID=Glyma.15G002000.Wm82.a2.v1;Name=Glyma.15G002000;ancestorIdentifier=Glyma15g00430.v1.1
Chr15,213887,219265,ID=Glyma.15G002100.Wm82.a2.v1;Name=Glyma.15G002100;ancestorIdentifier=Glyma15g00440.v1.1
Chr15,220497,223162,ID=Glyma.15G002200.Wm82.a2.v1;Name=Glyma.15G002200;ancestorIdentifier=Glyma15g00450.v1.1
Chr15,224303,226574,ID=Glyma.15G002300.Wm82.a2.v1;Name=Glyma.15G002300;ancestorIdentifier=Glyma15g00460.v1.1
Chr15,233459,238218,ID=Glyma.15G002400.Wm82.a2.v1;Name=Glyma.15G002400;ancestorIdentifier=Glyma15g00471.v1.1
Chr15,240793,241445,ID=Glyma.15G002500.Wm82.a2.v1;Name=Glyma.15G002500;ancestorIdentifier=Glyma15g00481.v1.1
Chr15,248742,253777,ID=Glyma.15G002600.Wm82.a2.v1;Name=Glyma.15G002600;ancestorIdentifier=Glyma15g00490.v1.1
Chr15,256675,262022,ID=Glyma.15G002700.Wm82.a2.v1;Name=Glyma.15G002700;ancestorIdentifier=Glyma15g00510.v1.1
Chr15,262741,265142,ID=Glyma.15G002800.Wm82.a2.v1;Name=Glyma.15G002800;ancestorIdentifier=Glyma15g00520.v1.1
Chr15,267776,270825,ID=Glyma.15G002900.Wm82.a2.v1;Name=Glyma.15G002900;ancestorIdentifier=Glyma15g00530.v1.1
Chr15,274385,276541,ID=Glyma.15G003000.Wm82.a2.v1;Name=Glyma.15G003000;ancestorIdentifier=Glyma15g00540.v1.1
Chr15,276702,278479,ID=Glyma.15G003100.Wm82.a2.v1;Name=Glyma.15G003100;ancestorIdentifier=Glyma15g00550.v1.1
Chr15,280413,286646,ID=Glyma.15G003200.Wm82.a2.v1;Name=Glyma.15G003200;ancestorIdentifier=Glyma15g00560.v1.1
