Chrom,Start,Stop,Gene
Chr13,80755,84092,ID=Glyma.13G000100.Wm82.a2.v1;Name=Glyma.13G000100;ancestorIdentifier=Glyma13g10171.v1.1
Chr13,98157,102869,ID=Glyma.13G000200.Wm82.a2.v1;Name=Glyma.13G000200;ancestorIdentifier=Glyma13g10200.v1.1
Chr13,127633,128288,ID=Glyma.13G000300.Wm82.a2.v1;Name=Glyma.13G000300
Chr13,128394,129278,ID=Glyma.13G000400.Wm82.a2.v1;Name=Glyma.13G000400;ancestorIdentifier=Glyma13g10211.v1.1
Chr13,154446,155404,ID=Glyma.13G000500.Wm82.a2.v1;Name=Glyma.13G000500;ancestorIdentifier=Glyma13g10240.v1.1
Chr13,157929,159498,ID=Glyma.13G000600.Wm82.a2.v1;Name=Glyma.13G000600;ancestorIdentifier=Glyma13g10250.v1.1
Chr13,212907,215344,ID=Glyma.13G000700.Wm82.a2.v1;Name=Glyma.13G000700;ancestorIdentifier=Glyma13g10260.v1.1
Chr13,218473,248141,ID=Glyma.13G000800.Wm82.a2.v1;Name=Glyma.13G000800;ancestorIdentifier=Glyma13g10281.v1.1
Chr13,296950,299060,ID=Glyma.13G000900.Wm82.a2.v1;Name=Glyma.13G000900;ancestorIdentifier=Glyma13g10300.v1.1
Chr13,318605,321855,ID=Glyma.13G001000.Wm82.a2.v1;Name=Glyma.13G001000;ancestorIdentifier=Glyma13g10330.v1.1
Chr13,372412,376123,ID=Glyma.13G001100.Wm82.a2.v1;Name=Glyma.13G001100;ancestorIdentifier=Glyma13g10340.v1.1
Chr13,417299,420713,ID=Glyma.13G001200.Wm82.a2.v1;Name=Glyma.13G001200;ancestorIdentifier=Glyma13g10360.v1.1
Chr13,431129,434535,ID=Glyma.13G001300.Wm82.a2.v1;Name=Glyma.13G001300;ancestorIdentifier=Glyma13g10373.v1.1
Chr13,474104,474498,ID=Glyma.13G001400.Wm82.a2.v1;Name=Glyma.13G001400;ancestorIdentifier=Glyma13g10386.v1.1
Chr13,505134,508511,ID=Glyma.13G001500.Wm82.a2.v1;Name=Glyma.13G001500;ancestorIdentifier=Glyma13g10410.v1.1
Chr13,514682,516258,ID=Glyma.13G001600.Wm82.a2.v1;Name=Glyma.13G001600
Chr13,558429,563555,ID=Glyma.13G001700.Wm82.a2.v1;Name=Glyma.13G001700;ancestorIdentifier=Glyma13g10430.v1.1
Chr13,565076,566338,ID=Glyma.13G001800.Wm82.a2.v1;Name=Glyma.13G001800;ancestorIdentifier=Glyma13g10441.v1.1
Chr13,567106,576249,ID=Glyma.13G001900.Wm82.a2.v1;Name=Glyma.13G001900;ancestorIdentifier=Glyma13g10450.v1.1
Chr13,576670,578677,ID=Glyma.13G002000.Wm82.a2.v1;Name=Glyma.13G002000;ancestorIdentifier=Glyma13g10460.v1.1
Chr13,612162,615666,ID=Glyma.13G002100.Wm82.a2.v1;Name=Glyma.13G002100;ancestorIdentifier=Glyma13g10480.v1.1
Chr13,627123,633962,ID=Glyma.13G002200.Wm82.a2.v1;Name=Glyma.13G002200;ancestorIdentifier=Glyma13g10490.v1.1
Chr13,649977,655380,ID=Glyma.13G002300.Wm82.a2.v1;Name=Glyma.13G002300;ancestorIdentifier=Glyma13g10503.v1.1
Chr13,675036,678607,ID=Glyma.13G002400.Wm82.a2.v1;Name=Glyma.13G002400;ancestorIdentifier=Glyma13g10516.v1.1
Chr13,679621,690830,ID=Glyma.13G002500.Wm82.a2.v1;Name=Glyma.13G002500;ancestorIdentifier=Glyma13g10530.v1.1
Chr13,690313,690564,ID=Glyma.13G002600.Wm82.a2.v1;Name=Glyma.13G002600;ancestorIdentifier=Glyma13g10545.v1.1
Chr13,716277,718809,ID=Glyma.13G002700.Wm82.a2.v1;Name=Glyma.13G002700;ancestorIdentifier=Glyma13g10560.v1.1
Chr13,729205,731688,ID=Glyma.13G002800.Wm82.a2.v1;Name=Glyma.13G002800;ancestorIdentifier=Glyma13g10581.v1.1
Chr13,762711,765041,ID=Glyma.13G002900.Wm82.a2.v1;Name=Glyma.13G002900;ancestorIdentifier=Glyma13g10600.v1.1
Chr13,787619,797154,ID=Glyma.13G003000.Wm82.a2.v1;Name=Glyma.13G003000;ancestorIdentifier=Glyma13g10610.v1.1
Chr13,828816,830012,ID=Glyma.13G003100.Wm82.a2.v1;Name=Glyma.13G003100;ancestorIdentifier=Glyma13g10625.v1.1
Chr13,887568,890005,ID=Glyma.13G003200.Wm82.a2.v1;Name=Glyma.13G003200;ancestorIdentifier=Glyma13g10640.v1.1
Chr13,907935,909377,ID=Glyma.13G003300.Wm82.a2.v1;Name=Glyma.13G003300
