Chrom,Start,Stop,Gene
Chr12,4984,6249,ID=Glyma.12G000100.Wm82.a2.v1;Name=Glyma.12G000100;ancestorIdentifier=Glyma12g00210.v1.1
Chr12,13372,15268,ID=Glyma.12G000200.Wm82.a2.v1;Name=Glyma.12G000200;ancestorIdentifier=Glyma12g00220.v1.1
Chr12,19111,20612,ID=Glyma.12G000300.Wm82.a2.v1;Name=Glyma.12G000300;ancestorIdentifier=Glyma12g00231.v1.1
Chr12,21314,25661,ID=Glyma.12G000400.Wm82.a2.v1;Name=Glyma.12G000400;ancestorIdentifier=Glyma12g00241.v1.1
Chr12,30519,46394,ID=Glyma.12G000500.Wm82.a2.v1;Name=Glyma.12G000500;ancestorIdentifier=Glyma12g00251.v1.1
Chr12,43387,44153,ID=Glyma.12G000600.Wm82.a2.v1;Name=Glyma.12G000600;ancestorIdentifier=Glyma12g00260.v1.1
Chr12,50985,56295,ID=Glyma.12G000700.Wm82.a2.v1;Name=Glyma.12G000700;ancestorIdentifier=Glyma12g00270.v1.1
Chr12,61139,62670,ID=Glyma.12G000800.Wm82.a2.v1;Name=Glyma.12G000800;ancestorIdentifier=Glyma12g00280.v1.1
Chr12,66494,76115,ID=Glyma.12G000900.Wm82.a2.v1;Name=Glyma.12G000900;ancestorIdentifier=Glyma12g00290.v1.1
Chr12,77790,78816,ID=Glyma.12G001000.Wm82.a2.v1;Name=Glyma.12G001000;ancestorIdentifier=Glyma12g00300.v1.1
Chr12,82365,86362,ID=Glyma.12G001100.Wm82.a2.v1;Name=Glyma.12G001100;ancestorIdentifier=Glyma12g00310.v1.1
Chr12,87212,99092,ID=Glyma.12G001200.Wm82.a2.v1;Name=Glyma.12G001200;ancestorIdentifier=Glyma12g00320.v1.1
Chr12,105784,109639,ID=Glyma.12G001300.Wm82.a2.v1;Name=Glyma.12G001300;ancestorIdentifier=Glyma12g00330.v1.1
Chr12,113763,118480,ID=Glyma.12G001400.Wm82.a2.v1;Name=Glyma.12G001400;ancestorIdentifier=Glyma12g00350.v1.1
Chr12,118481,122351,ID=Glyma.12G001500.Wm82.a2.v1;Name=Glyma.12G001500;ancestorIdentifier=Glyma12g00360.v1.1
Chr12,127545,128932,ID=Glyma.12G001600.Wm82.a2.v1;Name=Glyma.12G001600;ancestorIdentifier=Glyma12g00370.v1.1
Chr12,132389,134935,ID=Glyma.12G001700.Wm82.a2.v1;Name=Glyma.12G001700;ancestorIdentifier=Glyma12g00380.v1.1
Chr12,141814,144332,ID=Glyma.12G001800.Wm82.a2.v1;Name=Glyma.12G001800;ancestorIdentifier=Glyma12g00390.v1.1
Chr12,151083,153245,ID=Glyma.12G001900.Wm82.a2.v1;Name=Glyma.12G001900;ancestorIdentifier=Glyma12g00410.v1.1
Chr12,155525,157569,ID=Glyma.12G002000.Wm82.a2.v1;Name=Glyma.12G002000;ancestorIdentifier=Glyma12g00420.v1.1
Chr12,157808,160349,ID=Glyma.12G002100.Wm82.a2.v1;Name=Glyma.12G002100;ancestorIdentifier=Glyma12g00430.v1.1
Chr12,165800,167013,ID=Glyma.12G002200.Wm82.a2.v1;Name=Glyma.12G002200;ancestorIdentifier=Glyma12g00440.v1.1
Chr12,172780,195559,ID=Glyma.12G002300.Wm82.a2.v1;Name=Glyma.12G002300;ancestorIdentifier=Glyma12g00450.v1.1
Chr12,197288,200229,ID=Glyma.12G002400.Wm82.a2.v1;Name=Glyma.12G002400;ancestorIdentifier=Glyma12g00460.v1.1
Chr12,200655,205766,ID=Glyma.12G002500.Wm82.a2.v1;Name=Glyma.12G002500;ancestorIdentifier=Glyma12g00470.v1.1
Chr12,206337,216727,ID=Glyma.12G002600.Wm82.a2.v1;Name=Glyma.12G002600;ancestorIdentifier=Glyma12g00481.v1.1
Chr12,218884,223183,ID=Glyma.12G002700.Wm82.a2.v1;Name=Glyma.12G002700;ancestorIdentifier=Glyma12g00490.v1.1
Chr12,224749,230327,ID=Glyma.12G002800.Wm82.a2.v1;Name=Glyma.12G002800;ancestorIdentifier=Glyma12g00500.v1.1
Chr12,246725,249298,ID=Glyma.12G002900.Wm82.a2.v1;Name=Glyma.12G002900;ancestorIdentifier=Glyma12g00510.v1.1
Chr12,249937,251419,ID=Glyma.12G003000.Wm82.a2.v1;Name=Glyma.12G003000
Chr12,256875,260139,ID=Glyma.12G003100.Wm82.a2.v1;Name=Glyma.12G003100;ancestorIdentifier=Glyma12g00530.v1.1
Chr12,262438,265930,ID=Glyma.12G003200.Wm82.a2.v1;Name=Glyma.12G003200;ancestorIdentifier=Glyma12g00540.v1.1
Chr12,272583,276895,ID=Glyma.12G003300.Wm82.a2.v1;Name=Glyma.12G003300;ancestorIdentifier=Glyma12g00570.v1.1
Chr12,281680,284109,ID=Glyma.12G003400.Wm82.a2.v1;Name=Glyma.12G003400;ancestorIdentifier=Glyma12g00590.v1.1
Chr12,285588,289372,ID=Glyma.12G003500.Wm82.a2.v1;Name=Glyma.12G003500;ancestorIdentifier=Glyma12g00600.v1.1
Chr12,289531,290834,ID=Glyma.12G003600.Wm82.a2.v1;Name=Glyma.12G003600
Chr12,294751,296671,ID=Glyma.12G003700.Wm82.a2.v1;Name=Glyma.12G003700;ancestorIdentifier=Glyma12g00630.v1.1
Chr12,296902,298292,ID=Glyma.12G003800.Wm82.a2.v1;Name=Glyma.12G003800
Chr12,302437,304546,ID=Glyma.12G003900.Wm82.a2.v1;Name=Glyma.12G003900;ancestorIdentifier=Glyma12g00640.v1.1
Chr12,317147,323388,ID=Glyma.12G004000.Wm82.a2.v1;Name=Glyma.12G004000;ancestorIdentifier=Glyma12g00660.v1.1
Chr12,324600,329970,ID=Glyma.12G004100.Wm82.a2.v1;Name=Glyma.12G004100;ancestorIdentifier=Glyma12g00670.v1.1
Chr12,331396,336354,ID=Glyma.12G004200.Wm82.a2.v1;Name=Glyma.12G004200
Chr12,337194,338651,ID=Glyma.12G004300.Wm82.a2.v1;Name=Glyma.12G004300;ancestorIdentifier=Glyma12g00690.v1.1
Chr12,340036,342435,ID=Glyma.12G004400.Wm82.a2.v1;Name=Glyma.12G004400;ancestorIdentifier=Glyma12g00700.v1.1
Chr12,349303,350125,ID=Glyma.12G004500.Wm82.a2.v1;Name=Glyma.12G004500;ancestorIdentifier=Glyma12g00720.v1.1
Chr12,352150,353161,ID=Glyma.12G004600.Wm82.a2.v1;Name=Glyma.12G004600;ancestorIdentifier=Glyma12g00730.v1.1
Chr12,359178,361094,ID=Glyma.12G004700.Wm82.a2.v1;Name=Glyma.12G004700;ancestorIdentifier=Glyma12g00740.v1.1
Chr12,365161,368805,ID=Glyma.12G004800.Wm82.a2.v1;Name=Glyma.12G004800;ancestorIdentifier=Glyma12g00750.v1.1
Chr12,376442,381099,ID=Glyma.12G004900.Wm82.a2.v1;Name=Glyma.12G004900;ancestorIdentifier=Glyma12g00760.v1.1
Chr12,388994,395345,ID=Glyma.12G005000.Wm82.a2.v1;Name=Glyma.12G005000;ancestorIdentifier=Glyma12g00770.v1.1
Chr12,395447,400775,ID=Glyma.12G005100.Wm82.a2.v1;Name=Glyma.12G005100;ancestorIdentifier=Glyma12g00780.v1.1
Chr12,402705,408906,ID=Glyma.12G005200.Wm82.a2.v1;Name=Glyma.12G005200;ancestorIdentifier=Glyma12g00790.v1.1
Chr12,415334,419034,ID=Glyma.12G005300.Wm82.a2.v1;Name=Glyma.12G005300;ancestorIdentifier=Glyma12g00800.v1.1
Chr12,421710,427401,ID=Glyma.12G005400.Wm82.a2.v1;Name=Glyma.12G005400;ancestorIdentifier=Glyma12g00810.v1.1
Chr12,429113,429880,ID=Glyma.12G005500.Wm82.a2.v1;Name=Glyma.12G005500;ancestorIdentifier=Glyma12g00815.v1.1
Chr12,430387,432073,ID=Glyma.12G005600.Wm82.a2.v1;Name=Glyma.12G005600;ancestorIdentifier=Glyma12g00820.v1.1
Chr12,433113,437871,ID=Glyma.12G005700.Wm82.a2.v1;Name=Glyma.12G005700;ancestorIdentifier=Glyma12g00830.v1.1
Chr12,439314,440243,ID=Glyma.12G005800.Wm82.a2.v1;Name=Glyma.12G005800;ancestorIdentifier=Glyma12g00841.v1.1
Chr12,442208,447025,ID=Glyma.12G005900.Wm82.a2.v1;Name=Glyma.12G005900;ancestorIdentifier=Glyma12g00850.v1.1
Chr12,452377,456099,ID=Glyma.12G006000.Wm82.a2.v1;Name=Glyma.12G006000;ancestorIdentifier=Glyma12g00860.v1.1
